ID_Inscricao,Municipio,UF,Score_Escolaridade_Mae,Tem_Internet,Score_Internet,Nota_Enem,ISE,pib_per_capta,Score_Renda,Nota_Esperada,IVA,latitude,longitude
3318599822,Belo Horizonte,MG,3,Sim,1,813,3.33,56227.29,4,610.75,202.252345,-19.90269606,-43.9599942
8765817900,Fortaleza,CE,1,Sim,1,411,0.67,35796.74,0,500.09,-89.09345712,-3.785866303,-38.52800282
9088627133,Belo Horizonte,MG,4,Sim,1,704,7.67,56227.29,16,789.87,-85.86866213,-19.90269606,-43.9599942
5767636704,Fortaleza,CE,1,Não,0,527,0.33,35796.74,0,486.31,40.68508189,-3.785866303,-38.52800282
3082328893,São Paulo,SP,3,Sim,1,625,3.33,93156.23,4,611.52,13.48254144,-23.65005094,-46.64809546
9468739568,Manaus,AM,3,Sim,1,542,3,61855.15,3,597.09,-55.0864317,-2.625918589,-60.25963252
7453957249,Rio de Janeiro,RJ,2,Sim,1,544,2,67371.97,2,555.87,-11.86581581,-22.92316461,-43.45109396
7575313972,Belo Horizonte,MG,1,Sim,1,487,0.67,56227.29,0,500.52,-13.51934291,-19.90269606,-43.9599942
6874583831,Belo Horizonte,MG,0,Não,0,459,0.33,56227.29,1,486.74,-27.7408039,-19.90269606,-43.9599942
1647326920,Manaus,AM,3,Sim,1,530,3,61855.15,3,597.09,-67.0864317,-2.625918589,-60.25963252
7494390210,Manaus,AM,3,Sim,1,684,7.33,61855.15,16,776.21,-92.20743883,-2.625918589,-60.25963252
1487365080,Fortaleza,CE,1,Sim,1,476,0.67,35796.74,0,500.09,-24.09345712,-3.785866303,-38.52800282
3218934259,Rio de Janeiro,RJ,1,Sim,1,344,1,67371.97,1,514.53,-170.5301988,-22.92316461,-43.45109396
4867266084,Belo Horizonte,MG,1,Sim,1,448,0.67,56227.29,0,500.52,-52.51934291,-19.90269606,-43.9599942
8168249959,São Paulo,SP,1,Sim,1,474,1,93156.23,1,515.07,-41.06768549,-23.65005094,-46.64809546
3849718370,Belo Horizonte,MG,3,Sim,1,598,3,56227.29,3,596.97,1.030884015,-19.90269606,-43.9599942
1077633091,Fortaleza,CE,3,Sim,1,455,2.67,35796.74,2,582.76,-127.7646912,-3.785866303,-38.52800282
6434002806,São Paulo,SP,3,Sim,1,653,3,93156.23,3,597.74,55.26108045,-23.65005094,-46.64809546
3158809885,Manaus,AM,2,Sim,1,490,2.33,61855.15,3,569.53,-79.52935368,-2.625918589,-60.25963252
1988638203,São Paulo,SP,2,Sim,1,532,2.33,93156.23,3,570.18,-38.18184153,-23.65005094,-46.64809546
9392059356,Fortaleza,CE,2,Sim,1,688,2.33,35796.74,3,568.99,119.0138478,-3.785866303,-38.52800282
4987097879,Manaus,AM,3,Sim,1,778,7.33,61855.15,16,776.21,1.792561168,-2.625918589,-60.25963252
2653982164,Fortaleza,CE,3,Sim,1,574,7.33,35796.74,16,775.66,-201.6642373,-3.785866303,-38.52800282
9289359170,São Paulo,SP,1,Sim,1,389,1,93156.23,1,515.07,-126.0676855,-23.65005094,-46.64809546
4017146154,Rio de Janeiro,RJ,1,Não,0,472,0.67,67371.97,1,500.75,-28.75165977,-22.92316461,-43.45109396
8712870799,Manaus,AM,0,Não,0,465,0.33,61855.15,1,486.86,-21.85811962,-2.625918589,-60.25963252
4603191957,Fortaleza,CE,3,Sim,1,577,2.67,35796.74,2,582.76,-5.764691178,-3.785866303,-38.52800282
8828009797,Rio de Janeiro,RJ,4,Sim,1,758,3.67,67371.97,4,624.76,133.2414891,-22.92316461,-43.45109396
2963938918,Manaus,AM,3,Sim,1,459,2.67,61855.15,2,583.31,-124.3078927,-2.625918589,-60.25963252
7616977454,Belo Horizonte,MG,4,Sim,1,668,7.67,56227.29,16,789.87,-121.8686621,-19.90269606,-43.9599942
5631934902,Manaus,AM,4,Sim,1,763,7.67,61855.15,16,789.99,-26.98597784,-2.625918589,-60.25963252
3957084555,Rio de Janeiro,RJ,1,Sim,1,363,0.67,67371.97,0,500.75,-137.7516598,-22.92316461,-43.45109396
8364133423,São Paulo,SP,3,Sim,1,583,3,93156.23,3,597.74,-14.73891955,-23.65005094,-46.64809546
8430462300,São Paulo,SP,2,Sim,1,488,2,93156.23,2,556.4,-68.40330252,-23.65005094,-46.64809546
5689241307,Fortaleza,CE,2,Sim,1,571,2,35796.74,2,555.21,15.79238684,-3.785866303,-38.52800282
3036561099,Manaus,AM,1,Sim,1,416,1,61855.15,1,514.42,-98.41519764,-2.625918589,-60.25963252
6415496883,Manaus,AM,1,Sim,1,547,1,61855.15,1,514.42,32.58480236,-2.625918589,-60.25963252
3316608503,Rio de Janeiro,RJ,3,Sim,1,531,3,67371.97,3,597.2,-66.20143284,-22.92316461,-43.45109396
7757559970,Rio de Janeiro,RJ,1,Sim,1,496,1,67371.97,1,514.53,-18.53019878,-22.92316461,-43.45109396
5128282016,Belo Horizonte,MG,0,Sim,1,368,0.33,56227.29,0,486.74,-118.7408039,-19.90269606,-43.9599942
3816307289,Manaus,AM,1,Não,0,507,0.33,61855.15,0,486.86,20.14188038,-2.625918589,-60.25963252
6414641778,Manaus,AM,4,Sim,1,680,7.67,61855.15,16,789.99,-109.9859778,-2.625918589,-60.25963252
4450924308,Manaus,AM,0,Não,0,431,0,61855.15,0,473.08,-42.07958061,-2.625918589,-60.25963252
4142403170,Manaus,AM,0,Sim,1,316,0.67,61855.15,1,500.64,-184.6366586,-2.625918589,-60.25963252
9171402512,Manaus,AM,0,Sim,1,362,0.33,61855.15,0,486.86,-124.8581196,-2.625918589,-60.25963252
6573300620,São Paulo,SP,2,Sim,1,590,2.33,93156.23,3,570.18,19.81815847,-23.65005094,-46.64809546
2371441606,Belo Horizonte,MG,4,Sim,1,798,3.67,56227.29,4,624.53,173.473806,-19.90269606,-43.9599942
9947638415,Belo Horizonte,MG,4,Sim,1,586,7.67,56227.29,16,789.87,-203.8686621,-19.90269606,-43.9599942
4399806102,São Paulo,SP,3,Sim,1,574,2.67,93156.23,2,583.96,-9.960380539,-23.65005094,-46.64809546
7655175902,São Paulo,SP,1,Sim,1,605,0.67,93156.23,0,501.29,103.7108535,-23.65005094,-46.64809546
1434318588,Belo Horizonte,MG,3,Sim,1,642,3,56227.29,3,596.97,45.03088401,-19.90269606,-43.9599942
5644357636,Manaus,AM,1,Sim,1,333,0.67,61855.15,0,500.64,-167.6366586,-2.625918589,-60.25963252
3542142764,Manaus,AM,0,Sim,1,466,0.67,61855.15,1,500.64,-34.63665863,-2.625918589,-60.25963252
9187729753,Belo Horizonte,MG,0,Sim,1,402,0.67,56227.29,1,500.52,-98.51934291,-19.90269606,-43.9599942
4533857662,Manaus,AM,1,Não,0,309,0.67,61855.15,1,500.64,-191.6366586,-2.625918589,-60.25963252
2610056894,São Paulo,SP,2,Sim,1,542,2,93156.23,2,556.4,-14.40330252,-23.65005094,-46.64809546
2385927470,São Paulo,SP,1,Não,0,456,0.67,93156.23,1,501.29,-45.28914648,-23.65005094,-46.64809546
3246688145,Manaus,AM,0,Sim,1,422,0.33,61855.15,0,486.86,-64.85811962,-2.625918589,-60.25963252
4930987466,São Paulo,SP,2,Sim,1,565,2.33,93156.23,3,570.18,-5.181841528,-23.65005094,-46.64809546
7251998155,Belo Horizonte,MG,4,Sim,1,705,7.67,56227.29,16,789.87,-84.86866213,-19.90269606,-43.9599942
6437162011,Rio de Janeiro,RJ,1,Não,0,401,0.67,67371.97,1,500.75,-99.75165977,-22.92316461,-43.45109396
2329410976,Belo Horizonte,MG,1,Sim,1,598,1,56227.29,1,514.3,83.70211808,-19.90269606,-43.9599942
3634598190,Manaus,AM,0,Sim,1,340,0.33,61855.15,0,486.86,-146.8581196,-2.625918589,-60.25963252
7664019194,São Paulo,SP,3,Sim,1,704,3,93156.23,3,597.74,106.2610805,-23.65005094,-46.64809546
4600594380,São Paulo,SP,0,Não,0,422,0.33,93156.23,1,487.51,-65.51060747,-23.65005094,-46.64809546
1058720660,São Paulo,SP,2,Sim,1,610,2,93156.23,2,556.4,53.59669748,-23.65005094,-46.64809546
2935072333,Manaus,AM,3,Sim,1,613,3,61855.15,3,597.09,15.9135683,-2.625918589,-60.25963252
9066896320,São Paulo,SP,0,Sim,1,544,0.33,93156.23,0,487.51,56.48939253,-23.65005094,-46.64809546
8612049525,Belo Horizonte,MG,1,Sim,1,583,0.67,56227.29,0,500.52,82.48065709,-19.90269606,-43.9599942
9452382955,Fortaleza,CE,2,Sim,1,692,2.33,35796.74,3,568.99,123.0138478,-3.785866303,-38.52800282
3664209236,São Paulo,SP,2,Sim,1,623,2,93156.23,2,556.4,66.59669748,-23.65005094,-46.64809546
6800729381,Rio de Janeiro,RJ,4,Sim,1,858,3.67,67371.97,4,624.76,233.2414891,-22.92316461,-43.45109396
4365764055,Fortaleza,CE,1,Sim,1,561,1,35796.74,1,513.87,47.12800387,-3.785866303,-38.52800282
1631675779,Belo Horizonte,MG,0,Sim,1,556,0.67,56227.29,1,500.52,55.48065709,-19.90269606,-43.9599942
2492129217,São Paulo,SP,0,Sim,1,448,0.67,93156.23,1,501.29,-53.28914648,-23.65005094,-46.64809546
4851676866,Manaus,AM,1,Não,0,463,0.33,61855.15,0,486.86,-23.85811962,-2.625918589,-60.25963252
1725570564,Rio de Janeiro,RJ,2,Sim,1,695,2,67371.97,2,555.87,139.1341842,-22.92316461,-43.45109396
3295331460,Rio de Janeiro,RJ,1,Não,0,345,0.33,67371.97,0,486.97,-141.9731208,-22.92316461,-43.45109396
8728408824,Rio de Janeiro,RJ,0,Não,0,444,0.33,67371.97,1,486.97,-42.97312076,-22.92316461,-43.45109396
2189180441,São Paulo,SP,3,Sim,1,624,3,93156.23,3,597.74,26.26108045,-23.65005094,-46.64809546
8505330540,Rio de Janeiro,RJ,3,Sim,1,612,3,67371.97,3,597.2,14.79856716,-22.92316461,-43.45109396
8514544490,Rio de Janeiro,RJ,0,Sim,1,382,0.67,67371.97,1,500.75,-118.7516598,-22.92316461,-43.45109396
1908162278,Rio de Janeiro,RJ,0,Não,0,466,0,67371.97,0,473.19,-7.194581752,-22.92316461,-43.45109396
3549460179,Rio de Janeiro,RJ,2,Sim,1,435,2,67371.97,2,555.87,-120.8658158,-22.92316461,-43.45109396
7690452078,São Paulo,SP,3,Sim,1,578,2.67,93156.23,2,583.96,-5.960380539,-23.65005094,-46.64809546
2559426565,São Paulo,SP,2,Sim,1,628,2.33,93156.23,3,570.18,57.81815847,-23.65005094,-46.64809546
1032359860,Fortaleza,CE,1,Sim,1,527,0.67,35796.74,0,500.09,26.90654288,-3.785866303,-38.52800282
9967409085,Manaus,AM,1,Não,0,393,0.33,61855.15,0,486.86,-93.85811962,-2.625918589,-60.25963252
7768861651,São Paulo,SP,0,Sim,1,416,0.33,93156.23,0,487.51,-71.51060747,-23.65005094,-46.64809546
6402651504,Belo Horizonte,MG,4,Sim,1,873,3.67,56227.29,4,624.53,248.473806,-19.90269606,-43.9599942
6497468338,São Paulo,SP,3,Sim,1,604,2.67,93156.23,2,583.96,20.03961946,-23.65005094,-46.64809546
8348484931,Manaus,AM,3,Sim,1,632,3,61855.15,3,597.09,34.9135683,-2.625918589,-60.25963252
6534626111,São Paulo,SP,3,Sim,1,390,2.67,93156.23,2,583.96,-193.9603805,-23.65005094,-46.64809546
3287454186,Manaus,AM,3,Sim,1,471,2.67,61855.15,2,583.31,-112.3078927,-2.625918589,-60.25963252
6679466508,Rio de Janeiro,RJ,3,Sim,1,709,3,67371.97,3,597.2,111.7985672,-22.92316461,-43.45109396
3558248906,Rio de Janeiro,RJ,0,Não,0,651,0,67371.97,0,473.19,177.8054182,-22.92316461,-43.45109396
9301905780,Fortaleza,CE,0,Sim,1,411,0.33,35796.74,0,486.31,-75.31491811,-3.785866303,-38.52800282
5501532219,Fortaleza,CE,3,Sim,1,720,7.33,35796.74,16,775.66,-55.66423732,-3.785866303,-38.52800282
4498571780,São Paulo,SP,3,Sim,1,619,3,93156.23,3,597.74,21.26108045,-23.65005094,-46.64809546
3526757929,Fortaleza,CE,3,Sim,1,706,3,35796.74,3,596.54,109.4567698,-3.785866303,-38.52800282
1997345944,Fortaleza,CE,2,Sim,1,577,2,35796.74,2,555.21,21.79238684,-3.785866303,-38.52800282
5581094196,São Paulo,SP,4,Sim,1,748,3.67,93156.23,4,625.3,122.7040024,-23.65005094,-46.64809546
5893136319,Fortaleza,CE,2,Sim,1,671,2,35796.74,2,555.21,115.7923868,-3.785866303,-38.52800282
8526514104,Belo Horizonte,MG,2,Sim,1,522,2,56227.29,2,555.63,-33.63349895,-19.90269606,-43.9599942
1442020981,São Paulo,SP,1,Sim,1,394,1,93156.23,1,515.07,-121.0676855,-23.65005094,-46.64809546
3318683783,Manaus,AM,0,Não,0,425,0.33,61855.15,1,486.86,-61.85811962,-2.625918589,-60.25963252
6376436010,Belo Horizonte,MG,2,Sim,1,565,2,56227.29,2,555.63,9.366501046,-19.90269606,-43.9599942
6271432325,Fortaleza,CE,1,Sim,1,388,0.67,35796.74,0,500.09,-112.0934571,-3.785866303,-38.52800282
2099578336,Fortaleza,CE,1,Sim,1,274,0.67,35796.74,0,500.09,-226.0934571,-3.785866303,-38.52800282
4962104695,Belo Horizonte,MG,3,Sim,1,561,3,56227.29,3,596.97,-35.96911599,-19.90269606,-43.9599942
9206334730,São Paulo,SP,3,Sim,1,714,2.67,93156.23,2,583.96,130.0396195,-23.65005094,-46.64809546
8891962838,São Paulo,SP,1,Sim,1,663,0.67,93156.23,0,501.29,161.7108535,-23.65005094,-46.64809546
1019894388,Manaus,AM,0,Não,0,501,0,61855.15,0,473.08,27.92041939,-2.625918589,-60.25963252
7295134086,Rio de Janeiro,RJ,1,Sim,1,561,0.67,67371.97,0,500.75,60.24834023,-22.92316461,-43.45109396
6052543639,São Paulo,SP,3,Sim,1,544,2.67,93156.23,2,583.96,-39.96038054,-23.65005094,-46.64809546
4352203548,São Paulo,SP,2,Sim,1,757,2.33,93156.23,3,570.18,186.8181585,-23.65005094,-46.64809546
1638501552,Belo Horizonte,MG,0,Sim,1,550,0.33,56227.29,0,486.74,63.2591961,-19.90269606,-43.9599942
1792261991,Belo Horizonte,MG,2,Sim,1,815,2.33,56227.29,3,569.41,245.587962,-19.90269606,-43.9599942
6176035359,Manaus,AM,0,Sim,1,464,0.33,61855.15,0,486.86,-22.85811962,-2.625918589,-60.25963252
9872151057,Manaus,AM,3,Sim,1,693,2.67,61855.15,2,583.31,109.6921073,-2.625918589,-60.25963252
7429617373,Rio de Janeiro,RJ,2,Sim,1,529,2.33,67371.97,3,569.64,-40.64435482,-22.92316461,-43.45109396
9149401554,Fortaleza,CE,1,Sim,1,371,0.67,35796.74,0,500.09,-129.0934571,-3.785866303,-38.52800282
1953363190,Belo Horizonte,MG,3,Sim,1,870,3.33,56227.29,4,610.75,259.252345,-19.90269606,-43.9599942
6752126200,Fortaleza,CE,0,Não,0,418,0,35796.74,0,472.54,-54.5363791,-3.785866303,-38.52800282
8860734442,São Paulo,SP,3,Sim,1,649,3,93156.23,3,597.74,51.26108045,-23.65005094,-46.64809546
6554027230,Belo Horizonte,MG,3,Sim,1,681,7.33,56227.29,16,776.09,-95.09012312,-19.90269606,-43.9599942
4764298642,Rio de Janeiro,RJ,0,Não,0,439,0,67371.97,0,473.19,-34.19458175,-22.92316461,-43.45109396
4510893358,Belo Horizonte,MG,3,Sim,1,490,3,56227.29,3,596.97,-106.969116,-19.90269606,-43.9599942
2758409637,Rio de Janeiro,RJ,1,Sim,1,551,0.67,67371.97,0,500.75,50.24834023,-22.92316461,-43.45109396
8644005739,São Paulo,SP,2,Sim,1,687,2.33,93156.23,3,570.18,116.8181585,-23.65005094,-46.64809546
3326301223,São Paulo,SP,3,Sim,1,607,2.67,93156.23,2,583.96,23.03961946,-23.65005094,-46.64809546
8065453845,Rio de Janeiro,RJ,2,Sim,1,506,2,67371.97,2,555.87,-49.86581581,-22.92316461,-43.45109396
5583483425,Manaus,AM,1,Não,0,468,0.67,61855.15,1,500.64,-32.63665863,-2.625918589,-60.25963252
1047226729,São Paulo,SP,3,Sim,1,576,3,93156.23,3,597.74,-21.73891955,-23.65005094,-46.64809546
3122890036,Fortaleza,CE,2,Sim,1,558,2.33,35796.74,3,568.99,-10.98615217,-3.785866303,-38.52800282
7107598381,Rio de Janeiro,RJ,3,Sim,1,702,7.33,67371.97,16,776.32,-74.32243998,-22.92316461,-43.45109396
7339588193,Belo Horizonte,MG,2,Sim,1,625,2,56227.29,2,555.63,69.36650105,-19.90269606,-43.9599942
3131876797,Manaus,AM,3,Sim,1,571,3,61855.15,3,597.09,-26.0864317,-2.625918589,-60.25963252
7269284376,São Paulo,SP,0,Sim,1,643,0.33,93156.23,0,487.51,155.4893925,-23.65005094,-46.64809546
5317532261,Fortaleza,CE,4,Sim,1,588,3.67,35796.74,4,624.1,-36.10030821,-3.785866303,-38.52800282
5081238345,Belo Horizonte,MG,3,Sim,1,821,3.33,56227.29,4,610.75,210.252345,-19.90269606,-43.9599942
9410279503,São Paulo,SP,3,Sim,1,640,2.67,93156.23,2,583.96,56.03961946,-23.65005094,-46.64809546
7397031512,Manaus,AM,3,Sim,1,658,2.67,61855.15,2,583.31,74.69210731,-2.625918589,-60.25963252
9779623711,Belo Horizonte,MG,0,Sim,1,494,0.67,56227.29,1,500.52,-6.519342913,-19.90269606,-43.9599942
5812607822,Rio de Janeiro,RJ,2,Sim,1,626,2.33,67371.97,3,569.64,56.35564518,-22.92316461,-43.45109396
3036734545,Manaus,AM,3,Sim,1,718,2.67,61855.15,2,583.31,134.6921073,-2.625918589,-60.25963252
1330511457,São Paulo,SP,2,Sim,1,393,2.33,93156.23,3,570.18,-177.1818415,-23.65005094,-46.64809546
3312416771,Fortaleza,CE,3,Sim,1,557,3,35796.74,3,596.54,-39.54323019,-3.785866303,-38.52800282
5399767862,Rio de Janeiro,RJ,3,Sim,1,693,2.67,67371.97,2,583.42,109.5771062,-22.92316461,-43.45109396
2649112337,Fortaleza,CE,3,Sim,1,688,7.33,35796.74,16,775.66,-87.66423732,-3.785866303,-38.52800282
4299709193,Manaus,AM,3,Sim,1,722,3,61855.15,3,597.09,124.9135683,-2.625918589,-60.25963252
1474482690,São Paulo,SP,0,Sim,1,311,0.67,93156.23,1,501.29,-190.2891465,-23.65005094,-46.64809546
4909876660,Rio de Janeiro,RJ,0,Não,0,436,0.33,67371.97,1,486.97,-50.97312076,-22.92316461,-43.45109396
4377326140,São Paulo,SP,1,Não,0,505,0.33,93156.23,0,487.51,17.48939253,-23.65005094,-46.64809546
3790211134,Fortaleza,CE,3,Sim,1,607,7.33,35796.74,16,775.66,-168.6642373,-3.785866303,-38.52800282
1946981081,Manaus,AM,4,Sim,1,767,7.67,61855.15,16,789.99,-22.98597784,-2.625918589,-60.25963252
1746874428,São Paulo,SP,3,Sim,1,650,3,93156.23,3,597.74,52.26108045,-23.65005094,-46.64809546
7970462988,Fortaleza,CE,1,Sim,1,476,1,35796.74,1,513.87,-37.87199613,-3.785866303,-38.52800282
4817143944,São Paulo,SP,4,Sim,1,608,3.67,93156.23,4,625.3,-17.29599757,-23.65005094,-46.64809546
2413264846,Fortaleza,CE,4,Sim,1,782,7.67,35796.74,16,789.44,-7.442776332,-3.785866303,-38.52800282
5643058117,Fortaleza,CE,0,Não,0,620,0.33,35796.74,1,486.31,133.6850819,-3.785866303,-38.52800282
1264213617,Manaus,AM,1,Não,0,181,0.33,61855.15,0,486.86,-305.8581196,-2.625918589,-60.25963252
2146877676,Manaus,AM,4,Sim,1,660,3.67,61855.15,4,624.64,35.35649028,-2.625918589,-60.25963252
1675772986,São Paulo,SP,4,Sim,1,762,3.67,93156.23,4,625.3,136.7040024,-23.65005094,-46.64809546
4783311082,Fortaleza,CE,1,Não,0,517,0.33,35796.74,0,486.31,30.68508189,-3.785866303,-38.52800282
9612032937,Manaus,AM,3,Sim,1,700,3.33,61855.15,4,610.86,89.13502929,-2.625918589,-60.25963252
2111057931,Rio de Janeiro,RJ,3,Sim,1,663,7.33,67371.97,16,776.32,-113.32244,-22.92316461,-43.45109396
1497545575,Rio de Janeiro,RJ,0,Sim,1,520,0.67,67371.97,1,500.75,19.24834023,-22.92316461,-43.45109396
5374113734,Manaus,AM,2,Sim,1,501,2.33,61855.15,3,569.53,-68.52935368,-2.625918589,-60.25963252
1440275932,Rio de Janeiro,RJ,2,Sim,1,565,2.33,67371.97,3,569.64,-4.644354824,-22.92316461,-43.45109396
8338260880,Belo Horizonte,MG,1,Sim,1,499,0.67,56227.29,0,500.52,-1.519342913,-19.90269606,-43.9599942
9038189361,Rio de Janeiro,RJ,3,Sim,1,771,3,67371.97,3,597.2,173.7985672,-22.92316461,-43.45109396
6891980142,Belo Horizonte,MG,2,Sim,1,550,2,56227.29,2,555.63,-5.633498954,-19.90269606,-43.9599942
9577584412,Fortaleza,CE,1,Não,0,467,0.33,35796.74,0,486.31,-19.31491811,-3.785866303,-38.52800282
8614215854,Manaus,AM,3,Sim,1,703,3,61855.15,3,597.09,105.9135683,-2.625918589,-60.25963252
5137069949,Belo Horizonte,MG,2,Sim,1,592,2,56227.29,2,555.63,36.36650105,-19.90269606,-43.9599942
5226151810,Manaus,AM,3,Sim,1,638,3.33,61855.15,4,610.86,27.13502929,-2.625918589,-60.25963252
1860535970,Fortaleza,CE,3,Sim,1,615,3,35796.74,3,596.54,18.45676981,-3.785866303,-38.52800282
4730708112,Belo Horizonte,MG,3,Sim,1,591,3,56227.29,3,596.97,-5.969115985,-19.90269606,-43.9599942
7572822065,Manaus,AM,2,Sim,1,661,2,61855.15,2,555.75,105.2491853,-2.625918589,-60.25963252
7279660046,Belo Horizonte,MG,1,Sim,1,566,1,56227.29,1,514.3,51.70211808,-19.90269606,-43.9599942
1861247141,São Paulo,SP,0,Sim,1,414,0.33,93156.23,0,487.51,-73.51060747,-23.65005094,-46.64809546
1642443984,Manaus,AM,1,Não,0,422,0.67,61855.15,1,500.64,-78.63665863,-2.625918589,-60.25963252
4251544792,Manaus,AM,1,Sim,1,489,1,61855.15,1,514.42,-25.41519764,-2.625918589,-60.25963252
1441489995,Fortaleza,CE,2,Sim,1,648,2.33,35796.74,3,568.99,79.01384783,-3.785866303,-38.52800282
7949925973,São Paulo,SP,3,Sim,1,561,2.67,93156.23,2,583.96,-22.96038054,-23.65005094,-46.64809546
1354371485,Rio de Janeiro,RJ,0,Não,0,368,0.33,67371.97,1,486.97,-118.9731208,-22.92316461,-43.45109396
7732536678,São Paulo,SP,4,Sim,1,780,7.67,93156.23,16,790.64,-10.63846569,-23.65005094,-46.64809546
4034290114,Rio de Janeiro,RJ,0,Sim,1,381,0.67,67371.97,1,500.75,-119.7516598,-22.92316461,-43.45109396
9311628491,Fortaleza,CE,0,Não,0,491,0.33,35796.74,1,486.31,4.685081894,-3.785866303,-38.52800282
8661502485,Belo Horizonte,MG,0,Não,0,514,0,56227.29,0,472.96,41.03773511,-19.90269606,-43.9599942
5645565386,Rio de Janeiro,RJ,2,Sim,1,662,2,67371.97,2,555.87,106.1341842,-22.92316461,-43.45109396
9777459999,Belo Horizonte,MG,0,Não,0,585,0,56227.29,0,472.96,112.0377351,-19.90269606,-43.9599942
5279221599,Fortaleza,CE,1,Sim,1,420,1,35796.74,1,513.87,-93.87199613,-3.785866303,-38.52800282
4609715590,Belo Horizonte,MG,0,Não,0,707,0,56227.29,0,472.96,234.0377351,-19.90269606,-43.9599942
2485779459,Belo Horizonte,MG,0,Sim,1,529,0.33,56227.29,0,486.74,42.2591961,-19.90269606,-43.9599942
2698724705,Belo Horizonte,MG,0,Sim,1,521,0.33,56227.29,0,486.74,34.2591961,-19.90269606,-43.9599942
8108210982,Belo Horizonte,MG,4,Sim,1,782,7.67,56227.29,16,789.87,-7.868662129,-19.90269606,-43.9599942
7496632833,Manaus,AM,1,Sim,1,333,0.67,61855.15,0,500.64,-167.6366586,-2.625918589,-60.25963252
5713268725,Manaus,AM,3,Sim,1,717,3.33,61855.15,4,610.86,106.1350293,-2.625918589,-60.25963252
2679682426,São Paulo,SP,3,Sim,1,694,2.67,93156.23,2,583.96,110.0396195,-23.65005094,-46.64809546
1038785284,São Paulo,SP,3,Sim,1,818,7.33,93156.23,16,776.86,41.14007332,-23.65005094,-46.64809546
6716126287,Belo Horizonte,MG,3,Sim,1,673,3.33,56227.29,4,610.75,62.252345,-19.90269606,-43.9599942
2850647808,Rio de Janeiro,RJ,3,Sim,1,785,3,67371.97,3,597.2,187.7985672,-22.92316461,-43.45109396
3600766570,Belo Horizonte,MG,3,Sim,1,509,3,56227.29,3,596.97,-87.96911599,-19.90269606,-43.9599942
6179048555,Manaus,AM,0,Sim,1,418,0.67,61855.15,1,500.64,-82.63665863,-2.625918589,-60.25963252
1524458102,Rio de Janeiro,RJ,1,Não,0,463,0.33,67371.97,0,486.97,-23.97312076,-22.92316461,-43.45109396
1443708576,Fortaleza,CE,2,Sim,1,562,2,35796.74,2,555.21,6.792386843,-3.785866303,-38.52800282
9382967777,Rio de Janeiro,RJ,1,Sim,1,460,1,67371.97,1,514.53,-54.53019878,-22.92316461,-43.45109396
6766652822,São Paulo,SP,2,Sim,1,540,2,93156.23,2,556.4,-16.40330252,-23.65005094,-46.64809546
1403300480,Manaus,AM,1,Sim,1,492,1,61855.15,1,514.42,-22.41519764,-2.625918589,-60.25963252
6391500462,Manaus,AM,2,Sim,1,679,2,61855.15,2,555.75,123.2491853,-2.625918589,-60.25963252
